指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 斯蒂芬·辛克莱 / 彼得·杰克逊 / J. R. R. 托尔金,伊利亚·伍德 / 西恩·奥斯汀 / 多米尼克·莫纳汉 / 奥兰多·布鲁姆 / 维果·莫腾森 / 伊恩·麦克莱恩 / 凯特·布兰切特 / 比利·博伊德 / 杰德·布罗菲 / 丽芙·泰勒 / 安迪·瑟金斯 / 米兰达·奥图 / 雨果·维文 / 布拉德·道里夫 / 卡卢姆·吉廷斯 / 伯纳德·希尔 / 布鲁斯·霍普金斯 / 克里斯托弗·李 / 纳撒尼尔·利斯 / 罗宾·马尔科姆 / 约翰·贝西 / 萨拉·贝克 / 克雷格·帕克 / 布鲁斯·菲利普斯 / Robert Pollock / 约翰·瑞斯-戴维斯 / 奥利维亚·田內 / 卡尔·厄本 / 史蒂芬·乌瑞 / 大卫·文翰 / 菲利普·格里夫 / 肖恩·宾 / 约翰·诺贝尔 / Jarl Benzon / Jørn Benzon / Ben Britton / 阿利斯泰尔·布朗宁 / Sean Button / Robert Catto / 罗德尼·库克 / 卡尔洛斯·德林克沃特 / 西奥沙福瓦 / 本·弗兰舍姆 / Jonathan Harding / Lucas Hayward / 丹·汉纳 / 保罗·霍姆斯 / 杰森霍德 / 彼得·杰克逊 / Sam Kelly / Sandro Kopp,,2002-12-18
罗马假日 Roman Holiday,威廉·惠勒,伊安·麦克莱伦·亨特 / 约翰·戴顿 / 达尔顿·特朗勃,奥黛丽·赫本 / 格利高里·派克 / 埃迪·艾伯特 / 哈特利·鲍尔 / 哈考特·威廉姆斯 / 玛格丽特·罗林斯 / 托里奥·卡米纳提 / 保罗·卡利尼 / 克劳迪奥·埃尔梅利 / 保拉·布鲁布尼 / 里佐·弗雷多里佐,,1953-09-02
猫鼠游戏 Catch Me If You Can,史蒂文·斯皮尔伯格,杰夫·内桑森,莱昂纳多·迪卡普里奥 / 汤姆·汉克斯 / 克里斯托弗·沃肯 / 马丁·辛 / 艾米·亚当斯 / 詹妮弗·加纳 / 伊丽莎白·班克斯 / 纳塔莉·贝伊 / 詹姆斯·布洛林 / 艾伦·旁派 / 南希·利内翰 / 布莱恩·豪威 / 弗兰克·约翰·休斯 / 克里斯·埃里斯,,2002-12-25
辩护人 변호인,杨宇硕,杨宇硕 / 尹贤浩,宋康昊 / 金英爱 / 吴达洙 / 郭度沅 / 任时完 / 宋永彰 / 郑元中 / 赵敏基 / 李杭娜 / 李星民 / 车光洙 / 韩基重 / 沈熙燮 / 赵莞基 / 李姃垠,,2013-12-18
指环王1：护戒使者 The Lord of the Rings: The Fellowship of the Ring,彼得·杰克逊,弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J. R. R. 托尔金,伊利亚·伍德 / 西恩·奥斯汀 / 伊恩·麦克莱恩 / 维果·莫腾森 / 奥兰多·布鲁姆 / 多米尼克·莫纳汉 / 比利·博伊德 / 克里斯托弗·李 / 马尔顿·索克斯 / 梅根·爱德华兹 / 伊安·霍姆 / 凯特·布兰切特 / 阿兰·霍华德 / 马克·弗格森 / 肖恩·宾 / 萨拉·贝克 / 劳伦斯·马克奥雷 / 安迪·瑟金斯 / 彼得·麦肯齐 / 伊恩·穆内 / 克雷格·帕克 / 卡梅隆·罗德 / 约翰·瑞斯-戴维斯 / 丽芙·泰勒 / 大卫·韦瑟莱 / 雨果·维文 / 菲利普·格里夫 / 威廉·约翰逊 / 伊丽莎白·穆迪 / 布莱恩·瑟金特 / 杰德·布罗菲 / 诺曼·凯茨 / 兰德尔·威廉·库克 / 萨比恩·克洛森 / 西奥沙福瓦 / 本·弗兰舍姆 / 彼得·杰克逊 / 艾伦·李,,2001-12-19
钢琴家 The Pianist,罗曼·波兰斯基,罗纳德·哈伍德,艾德里安·布洛迪 / 托马斯·克莱舒曼 / 艾米莉娅·福克斯 / 米哈乌·热布罗夫斯基 / 埃德·斯托帕德 / 穆琳·利普曼 / 弗兰克·芬莱 / 茱莉亚·蕾娜 / 杰西卡·凯特·梅耶尔 / 理查德·赖丁斯,,2002-09-25
大闹天宫,万籁鸣,李克弱 / 万籁鸣,邱岳峰 / 富润生 / 毕克 / 尚华 / 于鼎 / 李梓 / 刘广宁,,2004
让子弹飞,姜文,朱苏进 / 述平 / 姜文 / 郭俊立 / 危笑 / 李不空 / 马识途,姜文 / 葛优 / 周润发 / 刘嘉玲 / 陈坤 / 张默 / 姜武 / 周韵 / 廖凡 / 姚橹 / 邵兵 / 苗圃 / 冯小刚 / 胡军 / 马珂 / 白冰 / 杜奕衡 / 李静 / 胡明 / 危笑 / 杨奇雨 / 赵铭,,2010-12-16
教父2 The Godfather: Part Ⅱ,弗朗西斯·福特·科波拉,弗朗西斯·福特·科波拉 / 马里奥·普佐,阿尔·帕西诺 / 罗伯特·杜瓦尔 / 黛安·基顿 / 罗伯特·德尼罗 / 约翰·凯泽尔 / 塔莉娅·夏尔 / 李·斯特拉斯伯格 / 迈克尔·V·格佐 / G•D•斯普拉德林 / 理查德·布赖特 / 加斯通·莫辛 / 汤姆·罗斯奎 / 布鲁诺·柯比 / 弗兰克·西维罗 / 弗朗西丝卡·德·萨维奥 / 摩甘娜金 / 玛丽亚娜·希尔 / 莱奥波多·特里耶斯泰 / 多米尼克·查尼斯 / Amerigo Tot / 特洛伊·多纳胡 / 约翰·阿普雷亚 / 乔·斯皮内尔 / 阿贝·维高达 / 吉亚尼·罗素 / Maria Carta / 菲伊·斯潘 / 哈利·戴恩·斯坦通 / 卡明·卡里迪 / 丹尼·爱罗 / 威廉·鲍尔斯 / 约瑟夫·德拉·索尔特 / 卡门·阿尔根齐亚诺 / 乔·罗·格里普 / Ezio Flagello / 凯瑟琳·贝勒 / Saveria Mazzola / Tito Alba / 彼得·多纳特 / 汤姆·达尔格伦 / Phil Feldman / 罗杰·科曼 / 伊凡·科尔 / 艾丽卡·约恩 / Teresa Tirelli / 詹姆斯·肯恩 / Italia Coppola / 罗曼·科波拉 / 索菲亚·科波拉 / 朱莉·格雷格 / George Holmes / Buck Houghton / Shep Houghton / 小杉正一 / 加里·库尔茨 / Laura Lyons / 理查德·麦瑟森 / 约翰·梅根纳 / Harrison Ressler / Al Roberts / Hank Robinson / Filomena Spagnuolo,,1974-12-20
狮子王 The Lion King,罗杰·阿勒斯 / 罗伯·明可夫,艾琳·梅琪 / 乔纳森·罗伯特 / 琳达·伍尔芙顿,乔纳森·泰勒·托马斯 / 马修·布罗德里克 / 杰瑞米·艾恩斯 / 詹姆斯·厄尔·琼斯 / 莫伊拉·凯利 / 内森·连恩 / 尼基塔·卡兰姆 / 埃林·萨贝拉 / 乌比·戈德堡 / 罗温·艾金森,,2011-09-16
死亡诗社 Dead Poets Society,彼得·威尔,汤姆·舒尔曼,罗宾·威廉姆斯 / 罗伯特·肖恩·莱纳德 / 伊桑·霍克 / 乔西·查尔斯 / 盖尔·汉森 / 迪伦·库斯曼 / 阿勒隆·鲁杰罗 / 詹姆斯·沃特斯顿 / 诺曼·劳埃德 / 柯特伍德·史密斯 / 卡拉·贝尔韦尔 / 利昂·波纳尔 / 乔治·马丁 / 乔·奥菲耶里 / 马特·凯里 / 凯文·库尼 / 拉腊·弗林·鲍尔 / 亚历桑德拉·鲍尔斯 / 梅洛拉·沃尔特斯 / 帕梅拉·伯勒尔 / 约翰·库宁汉姆 / 迪布拉·穆尼 / 库尔特·莱特纳 / 凯瑟·斯内德 / 霍纳斯·斯蒂克洛瑞斯 / 杰米·肯尼迪,,1989-06-09
搏击俱乐部 Fight Club,大卫·芬奇,恰克·帕拉尼克 / 吉姆·乌尔斯,爱德华·诺顿 / 布拉德·皮特 / 海伦娜·伯翰·卡特 / 扎克·格雷尼尔 / 米特·洛夫 / 杰瑞德·莱托 / 艾恩·贝利 / 里奇蒙德·阿奎特 / 乔治·马奎尔,,1999-10-15
黑客帝国 The Matrix,莉莉·沃卓斯基 / 拉娜·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,基努·里维斯 / 劳伦斯·菲什伯恩 / 凯瑞-安·莫斯 / 雨果·维文 / 格洛丽亚·福斯特 / 乔·潘托里亚诺 / 马库斯·钟 / 朱利安·阿拉汗加 / 马特·多兰 / 贝琳达·麦克洛里 / 安东尼雷派克 / 罗伯特·泰勒 / 阿达·尼科德莫 / 罗温·维特 / 塔玛拉·布朗 / 纳塔莉·特珍 / 比尔·扬 / 克里斯·斯科特 / 纳许·埃哲顿,,1999-03-31
海蒂和爷爷 Heidi,阿兰·葛斯彭纳,约翰娜·施皮里 / 佩特拉·比翁迪娜·沃尔普,阿努克·斯特芬 / 布鲁诺·冈茨 / 昆林·艾格匹 / 安娜·申茨 / 伊莎贝尔·奥特曼 / 莉莲·奈福 / 彼得·杰克林 / 克里斯托夫·高格勒 / 丽贝卡·因德穆 / 莫妮卡·古布瑟 / 阿瑟·比勒 / 玛丽埃塔·耶米 / 彼得·洛迈尔 / 卡塔琳娜·舒特勒 / 杰拉·哈斯 / 迈克尔·克兰茨 / 劳拉·帕克 / 马库斯·赫林 / 马克西姆·梅米特 / 汉娜洛蕾·赫格,,2015-12-10
绿皮书 Green Book,彼得·法雷里,尼克·瓦莱隆加 / 布莱恩·库瑞 / 彼得·法雷里,维果·莫腾森 / 马赫沙拉·阿里 / 琳达·卡德里尼 / 塞巴斯蒂安·马尼斯科 / 迪米特·D·马里诺夫 / 迈克·哈顿 / P·J·伯恩 / 乔·柯蒂斯 / 玛姬·尼克松 / 冯·刘易斯 / 乔恩·索特兰 / 唐·斯达克 / 安东尼·曼加诺 / 保罗·斯隆 / 珍娜·劳伦索 / 肯尼斯·以色列 / 伊克博·塞巴 / 尼克·瓦莱隆加 / 大卫·安 / 迈克·切罗内 / 杰拉尔丁·辛格 / 马丁·巴特斯·布拉德福德 / 格拉伦·布莱恩特·班克斯 / 汤姆·维图 / 夏恩·帕特洛 / 丹尼斯·W·霍尔 / 吉姆·克洛克 / 戴恩·罗兹 / 布赖恩·斯特帕尼克 / 乔恩·迈克尔·戴维斯 / 布莱恩·库瑞 / 托尼亚·马尔多纳多,,2018-11-16
饮食男女 飲食男女,李安,李安 / 王蕙玲 / 詹姆斯·夏慕斯,郎雄 / 杨贵媚 / 吴倩莲 / 王渝文 / 张艾嘉 / 归亚蕾 / 赵文瑄 / 陈昭荣 / 陈捷文 / 卢金城 / 唐语谦 / 洪其德 / 王瑞 / 杜满生 / 王玨 / 陈妤 / 左正芬 / 许敬民 / 聂卓晶 / 丁仲,,1994-08-03
美丽心灵 A Beautiful Mind,朗·霍华德,阿齐瓦·高斯曼 / 西尔维娅·纳萨尔,罗素·克劳 / 艾德·哈里斯 / 詹妮弗·康纳利 / 克里斯托弗·普卢默 / 保罗·贝坦尼 / 亚当·戈德堡 / 乔什·卢卡斯 / 安东尼·拉普 / 贾森·加里-斯坦福德 / 贾德·赫希 / 奥斯汀·潘德尔顿 / 薇薇·卡登尼 / 吉莉·西蒙 / 维克多·斯坦巴赫 / 坦娅·克拉克 / 罗伊·辛尼斯 / 谢丽尔·霍华德 / 兰斯·霍华德 / 简·詹金斯 / 乔什·帕斯 / 瓦伦蒂娜·卡迪纳利 / 蒂格尔·F·伯格里 / 迈克尔·埃斯佩尔 / 艾米·瓦尔兹 / 小艾德.朱普 / 卡拉·奥奇格罗索 / 斯特里奥·萨万特 / 迈克尔·阿伯特 / 雷吉·奥斯汀 / 凯德·比特纳 / 理查·布莱恩特 / 丹·陈 / 乔纳·福尔肯 / 法布里奇奥·范特 / 斯科特·费恩斯特罗姆 / 迈克尔·菲奥里 / 塞斯·盖贝尔 / 埃文·哈特 / 杰森·霍顿 / 布莱丝·达拉斯·霍华德 / 朗·霍华德 / 多里·曼佐尔 / 罗伯特·迈尔斯 / 里德·彭尼 / 米尔斯·彼埃尔 / 肖恩·里德,,2002-01-04
窃听风暴 Das Leben der Anderen,弗洛里安·亨克尔·冯·多纳斯马尔克,弗洛里安·亨克尔·冯·多纳斯马尔克,乌尔里希·穆埃 / 马蒂娜·格德克 / 塞巴斯蒂安·科赫 / 乌尔里希·图库尔 / 托马斯·蒂梅 / 汉斯-尤韦·鲍尔 / 沃克马·克莱纳特 / 马提亚斯·布伦纳 / 查理·哈纳 / 赫伯特·克瑙普 / 巴斯蒂安·特罗斯特 / 玛丽·格鲁伯 / 维尔纳·德恩 / 马丁·布拉姆马赫 / 托马斯·阿诺德 / 辛纳克·勋纳曼 / 路德韦格·布洛克伯格 / 迈克尔·格伯 / 吉塔·施维赫夫 / 希尔德加德·斯罗德 / 伊嘉·比肯费尔德 / 凯·伊沃·保利兹 / 克劳斯·芒斯特,,2006-03-23
本杰明·巴顿奇事 The Curious Case of Benjamin Button,大卫·芬奇,艾瑞克·罗斯 / 罗宾·史威考德 / F·司各特·菲茨杰拉德,凯特·布兰切特 / 布拉德·皮特 / 朱莉娅·奥蒙德 / 芳妮·A·钱勃丝 / 伊莱亚斯·科泰斯 / 杰森·弗莱明 / 大卫·詹森 / 蒂尔达·斯文顿 / 艾丽·范宁 / 乔安娜·塞勒 / 乔什·斯图沃特 / 丹尼·文森 / 塔拉吉·P·汉森 / 马赫沙拉·阿里 / 菲奥娜·黑尔 / 唐娜·杜普兰提尔 / 兰斯·E·尼克尔斯 / 特德·曼森 / 克莱·卡伦 / 菲利斯·萨莫维尔 / 杰瑞德·哈里斯 / 麦迪逊·贝蒂 / 汤姆·埃沃雷特 / 克里斯托弗·马克斯韦尔 / 伊利亚·沃里克,,2008-12-25
"两杆大烟枪 Lock, Stock and Two Smoking Barrels",盖·里奇,盖·里奇,杰森·弗莱明 / 德克斯特·弗莱彻 / 尼克·莫兰 / 杰森·斯坦森 / 斯蒂文·麦金托什 / 斯汀 / 维尼·琼斯,,1998-08-28
